sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,bonus,pctaff,period,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstin,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type,status,date,special
95,2,0,1,0,1,0,0,0,0,0,40,1,1,18,3,4,4.25,26,.27000001,"free",11,10,1.0599999,.80000001,2.5599999,4,3,1,1,111292,0
95,2,0,1,0,1,0,0,0,0,0,40,2,,0,14,3,5.0500002,13,.25,"free",11,10,1.05,.75,2.53,3,3,,,,
96,2,0,1,0,0,1,0,0,0,0,80,1,2,0,15,2,4.25,26,.12,"reduced",11.5,10,1.0599999,1.01,2.6600001,3,2,1,1,111892,0
96,2,0,1,0,0,1,0,0,0,0,80,2,3,0,15,5,5.0500002,26,.15000001,"reduced",11.5,10.5,1.05,.94,2.5899999,4,0,,,,
97,2,0,1,0,1,0,0,0,0,1,58,1,2,0,12,4,4.25,13,.25,"reduced",11,10,1.02,.75,2.5599999,3,2,1,1,111292,0
97,2,0,1,0,1,0,0,0,0,1,58,2,,2.5,11,3,5.0500002,13,.30000001,"reduced",11,10,1.05,.80000001,2.54,3,2,,,,
98,2,0,1,0,1,0,0,0,1,0,80,1,0,0,20,4,4.25,13,.40000001,"both",11,10,1.0599999,.80000001,2.5599999,3,3,1,1,111292,0
98,2,0,1,0,1,0,0,0,1,0,80,2,,3,13,3,5.0500002,13,.44999999,"free",11,10,1.05,.89999998,2.53,3,3,,,,
99,3,1,1,0,1,0,0,0,1,0,50,1,0,60,40,5,4.75,26,.15000001,"reduced",0,24,1.23,,2.3,8,6,2,1,121892,1
99,3,1,1,0,1,0,0,0,1,0,50,2,6,30,50,4,5.0500002,15,.25,"reduced",0,24,1.22,1.17,2.3199999,5,2,,,,
101,3,0,1,0,1,0,0,0,1,0,80,1,3,4.5,15,3,4.75,26,.15000001,"reduced",7,15,1.2,1.1799999,1.0599999,6,4,1,1,111392,0
101,3,0,1,0,1,0,0,0,1,0,80,2,,10,12,3,5.0500002,26,.15000001,"reduced",7,15,1.15,1.1,1.05,8,3,,,,
102,3,0,1,1,0,0,0,0,0,0,15,1,2,12,13,3,4.4000001,52,.2,"reduced",7,16,1.0599999,.91000003,1.0700001,6,4,1,1,111392,0
102,3,0,1,1,0,0,0,0,0,0,15,2,,0,27,2,5.0500002,52,.25,"reduced",7,15,1.0700001,1.01,1.05,5,5,,,,
103,4,0,1,0,0,1,0,0,0,0,50,1,2,12.5,10,3,5,26,.27000001,"reduced",10.5,11.5,.91000003,.85000002,.94999999,2,2,1,1,111492,0
103,4,0,1,0,0,1,0,0,0,0,50,2,2,,,2,5.0500002,13,,"reduced",10.5,12.5,1.05,.83999997,1.26,2,2,,,,
104,4,0,1,0,1,0,0,0,1,1,50,1,0,40,20,3,4.6199999,4,.31999999,"reduced",10.5,11.5,.94999999,.83999997,.94,2,2,1,1,111492,1
104,4,0,1,0,1,0,0,0,1,1,50,2,1,11,10,3,5.0500002,26,.079999998,"reduced",10.5,12.5,1,.83999997,.94,2,2,,,,
105,1,0,1,0,0,1,0,0,0,0,50,1,2,0,40,4,4.25,10,,"reduced",6.5,16.5,.95999998,1,1.03,4,2,1,1,111092,0
105,1,0,1,0,0,1,0,0,0,0,50,2,,0,45,4,5.0500002,13,.25,"reduced",6.5,16.5,1.05,.99000001,1.16,4,3,,,,
106,1,0,1,0,0,1,0,0,0,0,65,1,0,0,35,3,4.25,26,.27000001,"both",7,16,1.0599999,.94999999,.94999999,2,1,1,1,111092,0
106,1,0,1,0,0,1,0,0,0,0,65,2,,2,25,3,5.0500002,26,.2,"none",7,16,1.05,.94999999,.94999999,2,2,,,,
107,1,1,1,0,0,1,0,0,0,0,40,1,0,6,11,3,4.25,8,.31999999,"free",8,14.5,1.17,.94999999,.94999999,3,3,2,1,123092,0
107,1,1,1,0,0,1,0,0,0,0,40,2,9,13.5,10,2,5.0500002,,,"free",8,14,,1.01,1,4,2,,,,
108,1,0,1,0,0,1,0,0,0,1,6,1,2,13.5,15,4,4.25,26,.37,"free",7,17,1.27,1.01,1.0599999,3,3,1,1,111692,0
108,1,0,1,0,0,1,0,0,0,1,6,2,,11,24,5,5.0500002,26,.15000001,"free",7,17,1.37,1.02,1.05,3,3,,,,
111,3,0,1,0,0,1,0,0,0,0,55,1,0,17,14,3,4.25,2,.41999999,"both",7,16,1.17,1.0599999,1.01,5,5,1,1,111892,0
111,3,0,1,0,0,1,0,0,0,0,55,2,1,20,14.5,3,5.0500002,26,,"reduced",7,16,1.16,1.16,1,5,4,,,,
112,4,0,1,0,0,1,0,0,0,0,80,1,0,4,26,3,5,13,.2,"reduced",10,14,1.0599999,.98000002,1.0599999,2,2,2,1,121392,0
112,4,0,1,0,0,1,0,0,0,0,80,2,9,5,25,6,5.0500002,28,.18000001,"reduced",10.5,12.5,1.11,1.09,2.0699999,,,,,,
113,1,0,1,0,1,0,0,0,0,1,,1,0,0,22,4,,,,"reduced",7,16,1.0599999,.94999999,1,4,,1,1,111092,1
113,1,0,1,0,1,0,0,0,0,1,,2,,2,40,5,5.0500002,26,.28,"reduced",7,16,1.05,.89999998,.98000002,3,2,,,,
114,1,0,1,0,1,0,0,0,0,1,50,1,2,0,35,5,4.75,26,.56999999,"reduced",7,16,1.0700001,.94999999,.94999999,3,,1,1,111792,0
114,1,0,1,0,1,0,0,0,0,1,50,2,1,20,40,4,5.25,26,.25,"reduced",6.5,16.5,1.11,.94,.94,3,3,,,,
115,1,0,1,0,1,0,0,0,0,0,25,1,0,20,25,4,4.75,4,.30000001,"free",7,17,1.0599999,.94999999,1.0599999,4,3,1,1,111092,
115,1,0,1,0,1,0,0,0,0,0,25,2,,6,15,4,5.0500002,,,"free",7,17,1.05,.94999999,1.01,4,4,,,,
116,1,0,1,0,1,0,0,0,0,0,90,1,0,4,22.5,2,4.25,18,.37,"reduced",8.5,13,1.49,1.02,1.11,7,3,1,1,111092,1
116,1,0,1,0,1,0,0,0,0,0,90,2,,22,12,3,5.0500002,13,.44999999,"reduced",8.5,13,1.39,.94999999,1.21,8,2,,,,
118,1,0,1,0,0,1,0,0,0,0,70,1,3,10,15,4,4.25,26,.15000001,"reduced",7,15,1.0599999,.94999999,1.01,4,2,1,1,111692,0
118,1,0,1,0,0,1,0,0,0,0,70,2,,18,20,3,5.0500002,26,.38,"reduced",7,15,1.05,.94,1,4,2,,,,
119,1,0,1,0,0,1,0,0,0,1,50,1,2,12,19,3,4.75,13,.27000001,"both",6.5,16.5,1.0599999,.91000003,.94999999,3,3,1,1,111692,0
119,1,0,1,0,0,1,0,0,0,1,50,2,1,18,13,4,5.0500002,26,,"both",6.5,17.5,1.05,.88999999,.94999999,3,3,,,,
120,1,1,1,0,1,0,0,0,0,0,,1,3,0,32,3,4.5,,,"reduced",7,16,1.13,.98000002,1.04,3,2,1,1,111992,0
120,1,1,1,0,1,0,0,0,0,0,,2,3,0,30,4,5.0500002,,,"reduced",7,16,1.05,1.05,1.05,3,2,,,,
122,1,0,1,0,0,1,0,0,0,0,70,1,0,1,38,5,4.25,4,.2,"free",9,12.5,,1.12,1.12,5,3,1,1,111092,0
122,1,0,1,0,0,1,0,0,0,0,70,2,,10,50,6,5.0500002,26,.1,"free",9,12.5,1.15,.94,1.15,6,4,,,,
123,1,0,1,0,1,0,0,0,0,0,28,1,0,0,20,5,,13,,"reduced",7,14.5,1.0599999,.94999999,1.01,2,1,1,1,111092,0
123,1,0,1,0,1,0,0,0,0,0,28,2,,5,25,4,5.0500002,26,.15000001,"both",7.5,14,1.05,.94,1,3,2,,,,
124,1,0,1,0,1,0,0,0,0,0,14,1,1,8,10,3,4.25,13,.25,"reduced",8,15,1.0599999,.91000003,1.04,2,2,1,1,111092,1
124,1,0,1,0,1,0,0,0,0,0,14,2,,21,6,4,5.0500002,13,.5,"both",7,15,1.16,.94,1.12,2,2,,,,
125,2,0,1,0,1,0,0,0,0,0,100,1,0,15,0,4,4.5,26,.25,"free",10,12.5,.91000003,.85000002,2.3399999,3,2,1,1,111492,0
125,2,0,1,0,1,0,0,0,0,0,100,2,,0,15,2,5.0500002,52,.40000001,"free",10,12,1.01,1.01,2.49,4,3,,,,
128,2,1,1,0,1,0,0,0,0,0,,1,3,6.5,7.5,2,5,,.15000001,"reduced",11,11,1.0599999,.85000002,2.3399999,4,2,1,1,111492,0
128,2,1,1,0,1,0,0,0,0,0,,2,1,3,16,2,5.0500002,26,.25,"free",11,11,1.05,.79000002,2.3199999,3,2,,,,
129,3,0,1,0,1,0,0,0,0,0,0,1,3,20,20,3,5.25,26,.050000001,"reduced",6,16,1.1,1,.74000001,6,4,1,1,111392,0
129,3,0,1,0,1,0,0,0,0,0,0,2,,7,18,4,5.0500002,52,.25,"reduced",6,16,1.11,1,.88999999,4,3,,,,
130,3,1,1,0,1,0,0,0,0,0,15,1,2,7,25.5,3,4.5,19,.30000001,"reduced",5,18,1.12,1.0700001,1,4,3,2,1,122192,0
130,3,1,1,0,1,0,0,0,0,0,15,2,6,2,38,4,5.0500002,4,.15000001,"reduced",7,16,1.11,1.0599999,1.05,5,3,,,,
131,3,0,1,0,1,0,0,0,0,1,10,1,2,15,25,4,5.5,4,.37,"reduced",6,17,1.0599999,1.0599999,1.0599999,5,2,2,1,121692,0
131,3,0,1,0,1,0,0,0,0,1,10,2,2,8,22,3,5.0500002,,,"reduced",7,15,1.05,1.11,1.05,5,4,,,,
132,3,1,1,0,1,0,0,0,0,0,80,1,0,20,20,5,4.5,26,.25,"reduced",0,24,1.28,1.0599999,2.3,5,3,1,1,111692,0
132,3,1,1,0,1,0,0,0,0,0,80,2,,15,20,3,5.5,52,.25,"reduced",7,14,,,,2,2,,,,
133,3,1,1,0,1,0,0,0,0,0,99,1,0,6,16,2,4.75,26,,"reduced",6,17,1.12,1.0700001,1.0599999,4,3,1,1,111392,0
133,3,1,1,0,1,0,0,0,0,0,99,2,,3,20,3,5.0500002,26,,"reduced",7,15,1.11,1.0599999,2.1099999,5,3,,,,
134,3,0,1,0,1,0,0,0,0,0,42,1,2,5.5,25,3,4.6199999,,,"reduced",6,16,1.09,,.94999999,4,3,1,1,111392,0
134,3,0,1,0,1,0,0,0,0,0,42,2,,6,27.5,3,5.0500002,52,.25,"reduced",6,16,1.11,1.0599999,.94,4,3,,,,
135,3,0,1,0,1,0,0,0,0,0,,1,0,10,20,4,,26,,"none",9,12.5,,,,5,3,1,1,111692,0
135,3,0,1,0,1,0,0,0,0,0,,2,,8,24,3,5.0500002,,.25,"reduced",10,11.5,1.16,1.0599999,1.05,5,3,,,,
136,3,1,1,0,1,0,0,0,0,0,5,1,2,14.5,14.5,5,4.25,21,.27000001,"reduced",6,17,1.12,1.0700001,1.1,5,4,2,0,121692,
136,3,1,1,0,1,0,0,0,0,0,5,2,3,,,,,,,,7,16,,,,,,,,,
137,3,1,1,0,0,1,0,0,0,0,50,1,3,15,25,3,4.25,26,.15000001,"reduced",6,16,1.12,1.0599999,1.02,6,4,1,1,111692,0
137,3,1,1,0,0,1,0,0,0,0,50,2,1,12,30,5,5.0500002,26,.25,"reduced",7,15,1.11,1.11,1.05,5,3,,,,
138,3,1,1,0,0,1,0,0,0,1,,1,0,4.5,25.5,2,,,,"reduced",10,11.5,1.12,1.0700001,1.0599999,6,,1,1,111692,0
138,3,1,1,0,0,1,0,0,0,1,,2,,2,33,3,5.0500002,26,.2,"reduced",10,11.5,1.21,1.01,.94,6,4,,,,
139,4,0,1,0,1,0,0,0,0,0,,1,0,,,2,5.5,,,"reduced",10.5,12.5,.94999999,.94999999,1.0599999,2,1,1,1,111492,1
139,4,0,1,0,1,0,0,0,0,0,,2,,11,25,5,5.5,19,.25,"reduced",11,12,,,,,,,,,
140,4,0,1,0,1,0,0,0,0,1,25,1,0,0,40,3,4.5,26,.37,"reduced",10.5,11.5,.91000003,.86000001,1.0599999,2,2,1,1,111492,1
140,4,0,1,0,1,0,0,0,0,1,25,2,,5,35,5,5.6700001,4,.25,"reduced",10.5,11.5,1,.94,1.05,2,2,,,,
141,4,0,1,0,1,0,0,0,0,1,,1,0,10,15,4,4.75,13,.27000001,"reduced",10.5,12.5,1.02,.91000003,1.0599999,2,2,1,1,111892,1
141,4,0,1,0,1,0,0,0,0,1,,2,2,10,25,3,5.0500002,13,.18000001,"reduced",10.5,12.5,1.05,.83999997,1.34,2,2,,,,
142,4,0,1,0,0,1,0,0,0,1,,1,0,15,35,4,4.25,26,.15000001,"reduced",10,11.5,1.0599999,.94999999,1.0599999,2,2,1,1,111492,0
142,4,0,1,0,0,1,0,0,0,1,,2,,40,31,5,5.0500002,26,.18000001,"reduced",10,11.5,1.01,.88999999,1.26,2,2,,,,
143,4,0,1,0,1,0,0,0,0,1,15,1,3,0,30,3,5.3699999,26,.25,"reduced",10.5,11.5,.94999999,.94999999,1.0599999,2,2,2,4,121692,
143,4,0,1,0,1,0,0,0,0,1,15,2,2,,,,,,,,,,,,,,,,,,
144,4,0,1,0,1,0,0,0,0,1,0,1,2,10,30,3,5.0500002,26,.15000001,"reduced",10.5,12.5,.91000003,.85000002,1.0599999,2,2,1,1,111792,1
144,4,0,1,0,1,0,0,0,0,1,0,2,1,4,37,3,5.0500002,26,.34999999,"reduced",10.5,12.5,.94,.94,1.26,2,2,,,,
145,1,0,1,0,0,1,0,0,0,1,0,1,0,5,17,3,5,13,.15000001,"reduced",7,16,1.0599999,.94999999,.94999999,3,2,1,1,111092,1
145,1,0,1,0,0,1,0,0,0,1,0,2,,10,8,4,5.2800002,26,.13,"reduced",7,16,1.05,.95999998,.94999999,3,2,,,,
146,1,0,1,0,0,1,0,0,0,1,,1,3,8,20,5,4.8000002,26,.25,"reduced",7,16,1.0599999,1,1.0599999,4,3,1,1,111092,0
146,1,0,1,0,0,1,0,0,0,1,,2,,0,32,4.5,5.0500002,26,.17,"reduced",7,16,1.05,.99000001,1.05,4,3,,,,
147,1,0,1,0,0,1,0,0,0,0,100,1,0,8.5,6.5,3,5.1199999,8,.25,"reduced",7,14,1.12,.88999999,.94999999,2,2,1,1,111892,0
147,1,0,1,0,0,1,0,0,0,0,100,2,1,6,0,3,5.25,13,.38,"reduced",7,14,1.13,.91000003,.91000003,2,2,,,,
148,1,0,1,0,0,1,0,0,0,1,0,1,4,4.5,30,4,5.25,26,.17,"reduced",7,17,1.0599999,.94999999,.94999999,3,2,1,1,111092,1
148,1,0,1,0,0,1,0,0,0,1,0,2,,7.5,30,4,5.0500002,26,.2,"reduced",7,17,1.05,.94,.94,3,3,,,,
149,1,0,1,0,0,1,0,0,0,0,50,1,1,0,20,4,4.5,26,.27000001,"both",7,16,1.0599999,.94999999,.94999999,2,1,1,1,111092,0
149,1,0,1,0,0,1,0,0,0,0,50,2,,8,10,3,5.0500002,26,.25,"reduced",7,16,1.05,.94,.94,2,2,,,,
150,1,0,1,0,0,1,0,0,0,1,2,1,2,0,27.5,3.5,4.6700001,26,.27000001,"reduced",7,16,1.23,.88999999,.88999999,3,3,2,1,123192,0
150,1,0,1,0,0,1,0,0,0,1,2,2,8,12,20,3,5.75,28,.57999998,"reduced",7,15,1.11,.88,.88,3,2,,,,
151,1,0,1,0,0,1,0,0,0,0,92,1,0,1,12,3,5,12,.1,"reduced",7,15,1.09,.81,1.04,3,3,2,3,123092,
151,1,0,1,0,0,1,0,0,0,0,92,2,2,0,0,0,,,,,,,,,,,,,,,
152,1,0,1,0,0,1,0,0,0,1,10,1,0,35,15,4,5.1199999,9,.67000002,"free",7,15,1.17,.94999999,1.02,3,2,1,1,111092,0
152,1,0,1,0,0,1,0,0,0,1,10,2,,12,13.5,5,5.0500002,13,.28,"reduced",7,15,1.16,.94,.94,3,3,,,,
153,1,0,1,0,0,1,0,0,0,0,33,1,0,0,25,9,,52,.15000001,"free",7,17,1,.94999999,.88999999,4,3,1,1,111092,0
153,1,0,1,0,0,1,0,0,0,0,33,2,,26.5,10,3,5.0500002,26,.15000001,"reduced",7,17,1.05,.94999999,.94999999,3,2,,,,
156,1,0,1,0,0,1,0,0,0,0,0,1,0,8,15,3,4.8699999,6,.25,"free",7,15,1.0599999,.94999999,1.02,8,3,1,1,111092,0
156,1,0,1,0,0,1,0,0,0,0,0,2,,2,18,2,5.0500002,,.30000001,"reduced",7,15,.94999999,.94,1.01,3,,,,,
157,2,0,1,0,0,1,0,0,0,0,0,1,0,10,5,3,5,26,.25,"free",10.5,12,.91000003,.85000002,2.3399999,3,3,1,1,111792,0
157,2,0,1,0,0,1,0,0,0,0,0,2,2,12,8,2,5.5,26,.25,"free",10.5,11,.94999999,.82999998,2.47,2,2,,,,
158,2,0,1,0,0,1,0,0,0,0,55,1,1,2,7,3,4.5,4,.12,"free",11,10,.92000002,.69999999,2.3399999,3,3,1,1,111192,0
158,2,0,1,0,0,1,0,0,0,0,55,2,,3,4,4,5.0500002,13,.25,"free",11,11.5,.94999999,.94,2.49,3,2,,,,
159,2,0,1,0,0,1,0,0,0,0,22,1,8,6,12,2,4.5,4,.12,"free",10.5,10.5,.98000002,.85000002,2.3399999,3,3,1,1,111492,0
159,2,0,1,0,0,1,0,0,0,0,22,2,,10,5,4,5.25,13,.25,"free",10.5,11.5,.94999999,.83999997,2.49,4,3,,,,
161,3,1,1,0,0,1,0,0,0,0,2,1,0,8,25,4,5,19,.15000001,"reduced",6,17,1.12,1.02,1.0599999,7,3,1,1,111992,0
161,3,1,1,0,0,1,0,0,0,0,2,2,4,26,12,4,5.0500002,,,"reduced",6,17,1.11,1.0599999,1.05,7,5,,,,
162,3,1,1,0,0,1,0,0,0,0,45,1,2,0,40,3,4.75,26,.17,"reduced",6,16.5,1.12,1.02,1.0599999,,1,1,1,111292,0
162,3,1,1,0,0,1,0,0,0,0,45,2,,3,30,3,5.0500002,26,.18000001,"reduced",7,15.5,1.11,1.01,1.05,6,5,,,,
163,3,1,1,0,0,1,0,0,0,0,11,1,0,12,18,3,5,13,.15000001,"reduced",6,16.5,1.2,1.0700001,1.0599999,3,3,1,1,111292,0
163,3,1,1,0,0,1,0,0,0,0,11,2,,1.5,33,3,5.0500002,26,.15000001,"reduced",7,15,,,,,,,,,
164,3,1,1,0,0,1,0,0,0,0,3,1,0,4,30,4,5,26,.1,"reduced",5,19,1.12,1.02,1.0599999,5,3,1,1,111292,0
164,3,1,1,0,0,1,0,0,0,0,3,2,,5,15,3,5.0500002,52,.15000001,"reduced",6,17,1.11,1.0599999,1.05,5,3,,,,
165,4,0,1,0,0,1,0,0,0,1,60,1,1,20,10,3,5,15,.27000001,"reduced",10.5,12.5,1.0599999,.88999999,1.0599999,3,2,1,1,111792,0
165,4,0,1,0,0,1,0,0,0,1,60,2,1,10,17,4,5.0500002,14,.13,"reduced",10.5,12.5,1.05,.98000002,1.05,2,2,,,,
166,4,0,1,0,0,1,0,0,0,1,40,1,0,8,32,5,4.75,26,.25,"reduced",10.5,11.5,.94999999,.85000002,1.0599999,2,2,1,1,111392,0
166,4,0,1,0,0,1,0,0,0,1,40,2,1,0,35,4,5.0500002,26,.18000001,"reduced",10.5,12.5,1.11,.83999997,1.26,2,2,,,,
168,1,0,1,0,0,1,0,0,0,1,50,1,0,5,20,4,4.25,4,.25,"free",7,15,1.0599999,.94999999,.94999999,3,3,1,1,111692,0
168,1,0,1,0,0,1,0,0,0,1,50,2,,0,32,4,5.25,10,.18000001,"free",6,16,1.11,.94999999,1.14,3,1,,,,
169,1,1,1,0,0,1,0,0,0,0,50,1,0,12,33,4,5,13,.25,"reduced",7,16,1.1,.94,1.04,3,3,1,1,111692,0
169,1,1,1,0,0,1,0,0,0,0,50,2,,20,6,4,5.0500002,52,.15000001,"reduced",7,16,1.11,1.05,1.05,3,3,,,,
170,1,1,1,0,0,1,0,0,0,0,0,1,1,10,20,3,5,52,.51999998,"reduced",7,16,1.1,1.02,1.08,3,2,1,1,111092,0
170,1,1,1,0,0,1,0,0,0,0,0,2,,20,20,4,5.0500002,4,,"free",7,16,1.29,1.11,1.1799999,4,4,,,,
171,1,1,1,0,0,1,0,0,1,0,,1,0,2,32,3,4.25,8,.25,"reduced",7,16,1.09,.94999999,1.04,3,3,1,1,111092,1
171,1,1,1,0,0,1,0,0,1,0,,2,,10,12.5,5,5.0500002,4,.1,"reduced",7,16,1.1799999,1.04,1.03,3,3,,,,
172,1,0,1,0,0,1,0,0,0,0,.30000001,1,0,0,24,5,4.75,13,.25,"free",9,12.5,1.12,1.02,1.0599999,5,4,1,1,111692,0
172,1,0,1,0,0,1,0,0,0,0,.30000001,2,2,7,23,3,5.0500002,8,.18000001,"free",9,13,1.11,1.01,1.05,6,3,,,,
173,1,0,1,0,0,1,0,0,0,0,50,1,3,6,40,10,4.8499999,26,.15000001,"reduced",6.5,17.5,1.0599999,.94999999,.98000002,4,3,1,1,111792,0
173,1,0,1,0,0,1,0,0,0,0,50,2,1,11,30,5,5.0500002,26,.15000001,"reduced",6,18,1.05,.94,1.04,4,3,,,,
174,1,0,1,0,0,1,0,0,1,0,50,1,2,11,20,4,4.75,26,.15000001,"reduced",7,16,1.1799999,.88,.98000002,4,3,1,1,111092,0
174,1,0,1,0,0,1,0,0,1,0,50,2,,20,20,3,5.0500002,4,.2,"reduced",7,16,1.05,.89999998,.98000002,3,3,,,,
176,1,0,1,0,0,1,0,0,0,0,20,1,0,15,21,4,4.6199999,13,.12,"free",7,16,1.0599999,,1.05,4,4,1,1,111792,0
176,1,0,1,0,0,1,0,0,0,0,20,2,1,20,27.5,4,5.0500002,,,"reduced",7,16,1.04,1.0599999,,,,,,,
178,2,1,1,0,0,1,0,0,1,1,96,1,0,13,12,3,4.25,52,.2,"free",11,10,.91000003,.85000002,2.3399999,3,2,1,1,111191,1
178,2,1,1,0,0,1,0,0,1,1,96,2,,1,10,3,5.0500002,26,.25,"free",11,10.5,1.01,.94,2.6400001,3,2,,,,
179,2,0,1,0,0,1,0,0,0,1,90,1,2,2,12,3,4.25,13,.25,"free",10.5,10.5,.91000003,.91000003,2.3399999,3,3,1,1,111892,0
179,2,0,1,0,0,1,0,0,0,1,90,2,3,2,10,4,5.0500002,26,.2,"free",10.5,11,.94,.83999997,2.49,3,3,,,,
180,2,0,1,0,0,1,0,0,1,0,30,1,0,8,3,4,4.5,26,.25,"reduced",11,11,1.0599999,1.01,2.6600001,4,2,1,1,111192,0
180,2,0,1,0,0,1,0,0,1,0,30,2,,0,17.5,4,5.0500002,,,"reduced",11,12,1.05,1.05,2.8499999,4,4,,,,
181,2,0,1,0,0,1,0,0,0,0,100,1,0,0,13,3,,,,"free",10.5,11,.91000003,.79000002,2.3399999,3,2,1,1,111192,0
181,2,0,1,0,0,1,0,0,0,0,100,2,,1,15,2,5.0500002,,.25,"free",10.5,11,.94999999,.89999998,2.49,3,2,,,,
182,2,0,1,1,0,0,0,0,1,1,100,1,0,3,15,3,4.5,4,.25,"reduced",11,11,1.0599999,1.01,2.6600001,4,3,1,1,111192,0
182,2,0,1,1,0,0,0,0,1,1,100,2,,0,15,3,5.0500002,26,.25,"reduced",11.5,10,1.05,1,2.73,4,3,,,,
183,2,0,1,0,0,1,0,0,0,0,100,1,0,12,4,4,4.6199999,20,.33000001,"both",11,11,1.0599999,1.01,2.6600001,4,3,1,1,111892,0
183,2,0,1,0,0,1,0,0,0,0,100,2,4,15,10,2,5.0500002,13,.25,"reduced",11,10.5,1.05,1,2.75,4,3,,,,
185,2,0,1,0,1,0,0,0,1,0,100,1,0,2,9,3,4.5,13,.2,"reduced",11,10.5,1.0599999,1.01,2.6600001,4,4,1,1,111192,1
185,2,0,1,0,1,0,0,0,1,0,100,2,,2,6,3,5.0500002,26,.25,"free",11,10.5,1.05,1,2.75,3,3,,,,
186,3,0,1,0,0,1,0,0,0,1,50,1,3,10,20,4,4.75,26,.15000001,"reduced",6,16,1.12,1.02,.94999999,5,3,1,1,111892,0
186,3,0,1,0,0,1,0,0,0,1,50,2,3,12,18,4,5.0500002,26,,"reduced",6,16,1.17,1.0599999,.94999999,5,3,,,,
187,3,0,1,0,0,1,0,0,1,0,2,1,0,4,20,3,5.6199999,26,.51999998,"reduced",7,15,1.12,1.09,1.0599999,4,3,1,1,111292,0
187,3,0,1,0,0,1,0,0,1,0,2,2,,5,17.5,3,5.0500002,13,.2,"reduced",7,15,1.11,1.0599999,1.05,4,4,,,,
189,3,0,1,0,0,1,0,0,0,0,95,1,0,4,15,3,4.75,39,.2,"reduced",7,15,1.12,1.0700001,1.12,4,2,1,1,111292,0
189,3,0,1,0,0,1,0,0,0,0,95,2,,0,19,3,5.0500002,52,.2,"reduced",7,15,1.11,1.0599999,1.05,5,3,,,,
190,3,1,1,0,0,1,0,0,0,1,,1,0,5,42,4,5,26,.12,"reduced",6,16,1.02,1.0700001,1.0599999,5,,1,1,111292,0
190,3,1,1,0,0,1,0,0,0,1,,2,,7,30,4,5.0500002,26,.18000001,"reduced",7,15,1.05,1.01,1.74,5,3,,,,
191,4,0,1,0,0,1,0,0,0,0,,1,0,30,20,4,,,,"reduced",10.5,12,1.0599999,.94999999,1.0599999,,1,1,1,111792,1
